File,Line,Method,Endpoint,Full_URL
"src/app/(admin)/tips/payouts/page.tsx",82,GET,"/api/tips/payouts/batch","/api/tips/payouts/batch?locationId=${locationId}"
"src/app/(auth)/login/page.tsx",101,GET,"/api/time-clock/status","/api/time-clock/status?employeeId=${emp.id}"
"src/app/(kds)/entertainment/page.tsx",167,GET,"/api/orders/{id}","/api/orders/${item.currentOrder.orderId}"
"src/app/(kds)/entertainment/page.tsx",240,GET,"/api/entertainment/block-time","/api/entertainment/block-time?orderItemId=${orderItemId}"
"src/app/(kds)/entertainment/page.tsx",309,GET,"/api/entertainment/waitlist/{id}","/api/entertainment/waitlist/${entryId}"
"src/app/(kds)/entertainment/page.tsx",338,GET,"/api/entertainment/waitlist/{id}","/api/entertainment/waitlist/${entryId}"
"src/app/(kds)/entertainment/page.tsx",43,GET,"/api/entertainment/status","/api/entertainment/status?locationId=${locationId}"
"src/app/(kds)/kds/page.tsx",360,GET,"/api/hardware/kds-screens/{id}/heartbeat","/api/hardware/kds-screens/${screenConfig.id}/heartbeat"
"src/app/(kds)/kds/page.tsx",376,GET,"/api/prep-stations","/api/prep-stations?locationId=${employee.location.id}"
"src/app/(kds)/kds/page.tsx",423,GET,"/api/kds","/api/kds?${params}"
"src/app/(mobile)/mobile/schedule/page.tsx",216,GET,"/api/mobile/schedule","/api/mobile/schedule?${params}"
"src/app/(mobile)/mobile/schedule/page.tsx",237,GET,"/api/shift-swap-requests","/api/shift-swap-requests?${params}"
"src/app/(mobile)/mobile/tabs/[id]/page.tsx",86,GET,"/api/orders/{id}","/api/orders/${tabId}"
"src/app/(mobile)/mobile/tabs/page.tsx",82,GET,"/api/tabs","/api/tabs?${params}"
"src/app/(pos)/crew/commission/page.tsx",63,GET,"/api/reports/commission","/api/reports/commission?employeeId=${employee.id}&locationId=${employee.location.id}&startDate=${dateRange.start}&endDate=${dateRange.end}&requestingEmployeeId=${employee.id}"
"src/app/(pos)/crew/page.tsx",52,GET,"/api/time-clock/status","/api/time-clock/status?employeeId=${employee.id}"
"src/app/(pos)/crew/shift/page.tsx",40,GET,"/api/reports/employee-shift","/api/reports/employee-shift?employeeId=${employee.id}&locationId=${employee.location.id}&date=${selectedDate}&requestingEmployeeId=${employee.id}"
"src/app/(pos)/crew/tip-bank/page.tsx",149,GET,"/api/tips/ledger/{id}","/api/tips/ledger/${employee.id}?${params.toString()}"
"src/app/(pos)/crew/tip-group/page.tsx",204,GET,"/api/tips/groups/{id}/members","/api/tips/groups/${groupId}/members"
"src/app/(pos)/crew/tip-group/page.tsx",264,GET,"/api/tips/groups/{id}","/api/tips/groups/${myGroup.id}"
"src/app/(pos)/crew/tip-group/page.tsx",288,GET,"/api/tips/groups/{id}/members","/api/tips/groups/${myGroup.id}/members"
"src/app/(pos)/crew/tip-group/page.tsx",91,GET,"/api/settings/tips","/api/settings/tips?locationId=${employee.location.id}&employeeId=${employee.id}"
"src/app/(pos)/orders/OrderPageModals.tsx",807,GET,"/api/shifts/{id}","/api/shifts/${shiftId}"
"src/app/(pos)/orders/page.tsx",1213,GET,"/api/orders/{id}/cards","/api/orders/${orderId}/cards"
"src/app/(pos)/orders/page.tsx",1249,GET,"/api/orders/{id}/pay-all-splits","/api/orders/${payAllSplitsParentId}/pay-all-splits"
"src/app/(pos)/orders/page.tsx",1296,GET,"/api/orders/{id}","/api/orders/${savedOrderId}"
"src/app/(pos)/orders/page.tsx",1308,GET,"/api/orders/{id}","/api/orders/${savedOrderId}"
"src/app/(pos)/orders/page.tsx",1339,GET,"/api/orders/{id}/split","/api/orders/${orderId}/split"
"src/app/(pos)/orders/page.tsx",1351,GET,"/api/orders/{id}","/api/orders/${orderId}"
"src/app/(pos)/orders/page.tsx",1383,GET,"/api/orders/{id}/discount","/api/orders/${orderId}/discount"
"src/app/(pos)/orders/page.tsx",1404,GET,"/api/orders/{id}/discount","/api/orders/${orderToPayId}/discount"
"src/app/(pos)/orders/page.tsx",1474,GET,"/api/orders/{id}","/api/orders/${orderId}"
"src/app/(pos)/orders/page.tsx",1562,GET,"/api/combos/{id}","/api/combos/${item.id}"
"src/app/(pos)/orders/page.tsx",1601,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${item.id}/modifier-groups"
"src/app/(pos)/orders/page.tsx",1626,GET,"/api/menu/items/{id}","/api/menu/items/${itemId}"
"src/app/(pos)/orders/page.tsx",1947,GET,"/api/timed-sessions/{id}","/api/timed-sessions/${sessionId}"
"src/app/(pos)/orders/page.tsx",2059,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${item.id}/modifier-groups"
"src/app/(pos)/orders/page.tsx",2114,GET,"/api/orders/{id}/items","/api/orders/${orderId}/items"
"src/app/(pos)/orders/page.tsx",2154,GET,"/api/orders/{id}/items","/api/orders/${orderId}/items"
"src/app/(pos)/orders/page.tsx",2233,GET,"/api/menu/items/{id}/modifiers","/api/menu/items/${menuItem.id}/modifiers"
"src/app/(pos)/orders/page.tsx",2452,GET,"/api/orders/{id}/cards","/api/orders/${orderId}/cards"
"src/app/(pos)/orders/page.tsx",2542,GET,"/api/orders/{id}/cards","/api/orders/${capturedOrderId}/cards"
"src/app/(pos)/orders/page.tsx",2566,GET,"/api/orders/{id}/items","/api/orders/${capturedOrderId}/items"
"src/app/(pos)/orders/page.tsx",2578,GET,"/api/orders/{id}/send","/api/orders/${capturedOrderId}/send"
"src/app/(pos)/orders/page.tsx",2591,GET,"/api/orders/{id}/auto-increment","/api/orders/${capturedOrderId}/auto-increment"
"src/app/(pos)/orders/page.tsx",2730,GET,"/api/orders/{id}/send","/api/orders/${created.id}/send"
"src/app/(pos)/orders/page.tsx",2812,GET,"/api/orders/{id}/split-tickets/create-check","/api/orders/${parentId}/split-tickets/create-check"
"src/app/(pos)/orders/page.tsx",2916,GET,"/api/orders/{id}","/api/orders/${order.id}"
"src/app/(pos)/orders/page.tsx",3036,GET,"/api/orders/{id}","/api/orders/${order.id}"
"src/app/(pos)/orders/page.tsx",3274,GET,"/api/orders/{id}","/api/orders/${cardTabOrderId}"
"src/app/(pos)/orders/page.tsx",3330,GET,"/api/orders/{id}/items","/api/orders/${orderId}/items"
"src/app/(pos)/orders/page.tsx",334,GET,"/api/orders/{id}/cards","/api/orders/${orderId}/cards"
"src/app/(pos)/orders/page.tsx",3358,GET,"/api/orders/{id}","/api/orders/${orderId}"
"src/app/(pos)/orders/page.tsx",3365,GET,"/api/orders/{id}/send","/api/orders/${orderId}/send"
"src/app/(pos)/orders/page.tsx",3371,GET,"/api/orders/{id}/auto-increment","/api/orders/${orderId}/auto-increment"
"src/app/(pos)/orders/page.tsx",3386,GET,"/api/orders/{id}","/api/orders/${cardTabOrderId}"
"src/app/(pos)/orders/page.tsx",3399,GET,"/api/orders/{id}","/api/orders/${cardTabOrderId}"
"src/app/(pos)/orders/page.tsx",3426,GET,"/api/orders/{id}","/api/orders/${savedOrderId}"
"src/app/(pos)/orders/page.tsx",3485,GET,"/api/orders/{id}","/api/orders/${splitId}?view=split"
"src/app/(pos)/orders/page.tsx",373,GET,"/api/orders/{id}/split-tickets","/api/orders/${orderId}/split-tickets"
"src/app/(pos)/orders/page.tsx",524,GET,"/api/orders/{id}/split-tickets","/api/orders/${orderId}/split-tickets"
"src/app/(pos)/orders/page.tsx",597,GET,"/api/session/bootstrap","/api/session/bootstrap?locationId=${employee?.location?.id}&employeeId=${employee.id}"
"src/app/(pos)/orders/page.tsx",665,GET,"/api/menu","/api/menu?locationId=${employee?.location?.id}"
"src/app/(pos)/orders/page.tsx",687,GET,"/api/order-types","/api/order-types?locationId=${employee?.location?.id}"
"src/app/(pos)/orders/page.tsx",760,GET,"/api/timed-sessions","/api/timed-sessions?${params}"
"src/app/(pos)/orders/page.tsx",785,GET,"/api/shifts","/api/shifts?${params}"
"src/app/(pos)/orders/page.tsx",818,GET,"/api/orders/open","/api/orders/open?${params}"
"src/app/(pos)/orders/page.tsx",878,GET,"/api/shifts","/api/shifts?employeeId=${employee.id}&status=open"
"src/app/(pos)/pay-at-table/page.tsx",108,GET,"/api/orders/{id}","/api/orders/${orderId}"
"src/app/(pos)/pay-at-table/page.tsx",169,GET,"/api/datacap/sale","/api/datacap/sale"
"src/app/(pos)/pay-at-table/page.tsx",201,GET,"/api/orders/{id}/pat-complete","/api/orders/${orderId}/pat-complete"
"src/app/(pos)/pay-at-table/page.tsx",73,GET,"/api/orders/{id}/pat-complete","/api/orders/${orderId}/pat-complete"
"src/app/(pos)/tabs/page.tsx",97,GET,"/api/orders","/api/orders?locationId=${employee?.location?.id}&orderType=bar_tab&status=open"
"src/app/(pos)/tips/page.tsx",90,GET,"/api/orders/closed","/api/orders/closed?${params}"
"src/app/(public)/approve-void/[token]/page.tsx",110,GET,"/api/voids/remote-approval/{id}/approve","/api/voids/remote-approval/${token}/approve"
"src/app/(public)/approve-void/[token]/page.tsx",133,GET,"/api/voids/remote-approval/{id}/reject","/api/voids/remote-approval/${token}/reject"
"src/app/(public)/approve-void/[token]/page.tsx",65,GET,"/api/voids/remote-approval/{id}","/api/voids/remote-approval/${token}"
"src/app/(public)/order/page.tsx",312,GET,"/api/online/menu","/api/online/menu?locationId=${encodeURIComponent(locationId)}"
"src/app/[orderCode]/[slug]/page.tsx",303,GET,"/api/online/menu","/api/online/menu?locationId=${encodeURIComponent(locationId)}&slug=${encodeURIComponent(slug)}"
"src/app/[orderCode]/[slug]/page.tsx",912,GET,"/api/public/resolve-order-code","/api/public/resolve-order-code?slug=${encodeURIComponent(slug)}"
"src/components/bartender/BartenderView.tsx",413,GET,"/api/menu","/api/menu?locationId=${locationId}"
"src/components/bartender/BartenderView.tsx",727,GET,"/api/orders/{id}","/api/orders/${selectedTabId}?locationId=${locationId}"
"src/components/bartender/BartenderView.tsx",887,GET,"/api/orders/{id}/items","/api/orders/${orderId}/items"
"src/components/bartender/BartenderView.tsx",898,GET,"/api/orders/{id}/send","/api/orders/${orderId}/send"
"src/components/customers/CustomerLookupModal.tsx",88,GET,"/api/customers","/api/customers?${params}"
"src/components/entertainment/AddToWaitlistModal.tsx",86,GET,"/api/entertainment/waitlist","/api/entertainment/waitlist?locationId=${locationId}&menuItemId=${menuItemId}&status=waiting"
"src/components/entertainment/AddToWaitlistModal.tsx",94,GET,"/api/orders/open","/api/orders/open?locationId=${locationId}"
"src/components/entertainment/SeatFromWaitlistModal.tsx",137,GET,"/api/orders/{id}","/api/orders/${tabId}"
"src/components/entertainment/SeatFromWaitlistModal.tsx",163,GET,"/api/orders/{id}","/api/orders/${tabId}"
"src/components/entertainment/SeatFromWaitlistModal.tsx",214,GET,"/api/orders/{id}","/api/orders/${tabId}"
"src/components/entertainment/SeatFromWaitlistModal.tsx",261,GET,"/api/entertainment/waitlist/{id}","/api/entertainment/waitlist/${entry.id}"
"src/components/floor-plan/FloorPlanHome.tsx",1051,GET,"/api/floorplan/snapshot","/api/floorplan/snapshot?locationId=${locationId}"
"src/components/floor-plan/FloorPlanHome.tsx",1080,GET,"/api/menu","/api/menu?locationId=${locationId}"
"src/components/floor-plan/FloorPlanHome.tsx",1148,GET,"/api/orders/_/seating","/api/orders/_/seating"
"src/components/floor-plan/FloorPlanHome.tsx",1186,GET,"/api/orders/{id}/seating","/api/orders/${prevOrderId}/seating"
"src/components/floor-plan/FloorPlanHome.tsx",1383,GET,"/api/menu/items/{id}","/api/menu/items/${itemId}"
"src/components/floor-plan/FloorPlanHome.tsx",1465,GET,"/api/orders/{id}/seating","/api/orders/${resolvedOrderId}/seating"
"src/components/floor-plan/FloorPlanHome.tsx",1535,GET,"/api/orders/{id}/items/{id}/modifiers","/api/orders/${activeOrderId}/items/${itemId}/modifiers"
"src/components/floor-plan/FloorPlanHome.tsx",1678,GET,"/api/orders/{id}","/api/orders/${activeOrderId}"
"src/components/floor-plan/FloorPlanHome.tsx",1711,GET,"/api/orders/{id}/seating","/api/orders/${orderId}/seating"
"src/components/floor-plan/FloorPlanHome.tsx",1769,GET,"/api/tables/{id}","/api/tables/${tableId}"
"src/components/floor-plan/FloorPlanHome.tsx",1813,GET,"/api/seats/{id}","/api/seats/${seatId}?context=pos"
"src/components/floor-plan/FloorPlanHome.tsx",2680,GET,"/api/orders/{id}","/api/orders/${activeOrderId}"
"src/components/floor-plan/FloorPlanHome.tsx",596,GET,"/api/employees/{id}/preferences","/api/employees/${employeeId}/preferences"
"src/components/floor-plan/FloorPlanHome.tsx",621,GET,"/api/employees/{id}/preferences","/api/employees/${employeeId}/preferences"
"src/components/floor-plan/InteractiveFloorPlan.tsx",60,GET,"/api/tables","/api/tables?locationId=${locationId}&includeSeats=true"
"src/components/floor-plan/InteractiveFloorPlan.tsx",61,GET,"/api/sections","/api/sections?locationId=${locationId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",188,GET,"/api/tables","/api/tables?locationId=${locationId}&includeSeats=true${roomParam}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",189,GET,"/api/sections","/api/sections?locationId=${locationId}${roomParam}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",346,GET,"/api/tables/{id}","/api/tables/${draggedTableId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",385,GET,"/api/tables/{id}","/api/tables/${tableId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",408,GET,"/api/tables/{id}","/api/tables/${tableId}?locationId=${locationId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",427,GET,"/api/tables/{id}/seats/auto-generate","/api/tables/${tableId}/seats/auto-generate"
"src/components/floor-plan/UnifiedFloorPlan.tsx",456,GET,"/api/tables/{id}","/api/tables/${tableId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",475,GET,"/api/tables/{id}/seats/{id}","/api/tables/${tableId}/seats/${seatId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",512,GET,"/api/tables/{id}/seats","/api/tables/${tableId}/seats"
"src/components/floor-plan/UnifiedFloorPlan.tsx",546,GET,"/api/tables/{id}/seats/{id}","/api/tables/${tableId}/seats/${seatId}?employeeId=${employeeId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",578,GET,"/api/tables/{id}","/api/tables/${tableId}"
"src/components/floor-plan/UnifiedFloorPlan.tsx",671,GET,"/api/tables/{id}","/api/tables/${tableId}"
"src/components/hardware/TerminalFailoverManager.tsx",40,GET,"/api/hardware/terminals/{id}","/api/hardware/terminals/${terminalId}"
"src/components/hardware/TerminalFailoverManager.tsx",56,GET,"/api/hardware/terminals/{id}","/api/hardware/terminals/${terminal.id}"
"src/components/ingredients/IngredientEditorModal.tsx",71,GET,"/api/ingredients","/api/ingredients?locationId=${locationId}&baseOnly=true&includeInactive=false"
"src/components/ingredients/IngredientHierarchy.tsx",182,GET,"/api/ingredients/{id}","/api/ingredients/${ingredient.id}"
"src/components/ingredients/IngredientHierarchy.tsx",212,GET,"/api/ingredients/{id}/recipe","/api/ingredients/${ingredient.id}/recipe"
"src/components/ingredients/IngredientLibrary.tsx",1001,GET,"/api/ingredients/{id}","/api/ingredients/${id}"
"src/components/ingredients/IngredientLibrary.tsx",168,GET,"/api/ingredient-categories","/api/ingredient-categories?${params}"
"src/components/ingredients/IngredientLibrary.tsx",187,GET,"/api/ingredients","/api/ingredients?${params}"
"src/components/ingredients/IngredientLibrary.tsx",200,GET,"/api/ingredient-swap-groups","/api/ingredient-swap-groups?${params}"
"src/components/ingredients/IngredientLibrary.tsx",213,GET,"/api/inventory/items","/api/inventory/items?${params}"
"src/components/ingredients/IngredientLibrary.tsx",226,GET,"/api/inventory/prep-items","/api/inventory/prep-items?${params}"
"src/components/ingredients/IngredientLibrary.tsx",242,GET,"/api/ingredients","/api/ingredients?${params}"
"src/components/ingredients/IngredientLibrary.tsx",391,GET,"/api/ingredient-categories/{id}","/api/ingredient-categories/${category.id}"
"src/components/ingredients/IngredientLibrary.tsx",428,GET,"/api/ingredient-categories/{id}","/api/ingredient-categories/${deletingCategory.id}"
"src/components/ingredients/IngredientLibrary.tsx",483,GET,"/api/ingredients/{id}","/api/ingredients/${ingredient.id}"
"src/components/ingredients/IngredientLibrary.tsx",523,GET,"/api/ingredients/{id}","/api/ingredients/${ingredient.id}"
"src/components/ingredients/IngredientLibrary.tsx",555,GET,"/api/ingredients/{id}","/api/ingredients/${ingredient.id}?permanent=true"
"src/components/ingredients/IngredientLibrary.tsx",574,GET,"/api/ingredients/{id}","/api/ingredients/${ingredient.id}"
"src/components/ingredients/IngredientLibrary.tsx",590,GET,"/api/ingredients/{id}","/api/ingredients/${ingredient.id}"
"src/components/ingredients/IngredientLibrary.tsx",616,GET,"/api/ingredient-categories/{id}","/api/ingredient-categories/${category.id}"
"src/components/ingredients/IngredientLibrary.tsx",984,GET,"/api/ingredients/{id}","/api/ingredients/${id}"
"src/components/ingredients/InventoryItemEditor.tsx",108,GET,"/api/ingredients","/api/ingredients?locationId=${ingredient.locationId}&baseOnly=true&groupByCategory=true"
"src/components/ingredients/InventoryItemEditor.tsx",134,GET,"/api/ingredients/{id}/recipe-cost","/api/ingredients/${ingredient.id}/recipe-cost"
"src/components/ingredients/InventoryItemEditor.tsx",159,GET,"/api/ingredients/{id}/recipe","/api/ingredients/${ingredient.id}/recipe"
"src/components/ingredients/InventoryItemEditor.tsx",186,GET,"/api/ingredients/{id}/recipe","/api/ingredients/${ingredient.id}/recipe?recipeId=${recipeId}"
"src/components/ingredients/InventoryItemEditor.tsx",208,GET,"/api/ingredients/{id}/recipe","/api/ingredients/${ingredient.id}/recipe"
"src/components/ingredients/InventoryItemEditor.tsx",95,GET,"/api/ingredients/{id}/recipe","/api/ingredients/${ingredient.id}/recipe"
"src/components/ingredients/PrepItemEditor.tsx",123,GET,"/api/ingredients","/api/ingredients?locationId=${locId}&baseOnly=true&includeInactive=false"
"src/components/inventory/BeverageInventoryView.tsx",524,GET,"/api/liquor/bottles/{id}","/api/liquor/bottles/${bottle.id}"
"src/components/liquor/LiquorInventory.tsx",360,GET,"/api/liquor/categories/{id}","/api/liquor/categories/${editingCategory.id}"
"src/components/liquor/LiquorInventory.tsx",387,GET,"/api/liquor/categories/{id}","/api/liquor/categories/${category.id}"
"src/components/liquor/LiquorInventory.tsx",462,GET,"/api/liquor/bottles/{id}","/api/liquor/bottles/${editingBottle.id}"
"src/components/liquor/LiquorInventory.tsx",544,GET,"/api/liquor/bottles/{id}","/api/liquor/bottles/${bottle.id}"
"src/components/liquor/LiquorInventory.tsx",637,GET,"/api/liquor/bottles/{id}","/api/liquor/bottles/${bottle.id}"
"src/components/liquor/LiquorModifiers.tsx",101,GET,"/api/menu/modifiers/{id}","/api/menu/modifiers/${groupId}"
"src/components/menu/ItemEditor.tsx",132,GET,"/api/menu/items/{id}/ingredients","/api/menu/items/${item.id}/ingredients"
"src/components/menu/ItemEditor.tsx",133,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${item.id}/modifier-groups"
"src/components/menu/ItemSettingsModal.tsx",131,GET,"/api/menu/items/{id}/inventory-recipe","/api/menu/items/${itemId}/inventory-recipe"
"src/components/menu/ItemSettingsModal.tsx",150,GET,"/api/menu/items/{id}/ingredients","/api/menu/items/${itemId}/ingredients"
"src/components/menu/ItemSettingsModal.tsx",158,GET,"/api/ingredients/{id}/cost","/api/ingredients/${i.ingredientId}/cost"
"src/components/menu/ItemSettingsModal.tsx",216,GET,"/api/menu/items/{id}","/api/menu/items/${itemId}"
"src/components/menu/ItemSettingsModal.tsx",85,GET,"/api/menu/items/{id}","/api/menu/items/${itemId}"
"src/components/menu/ItemTreeView.tsx",72,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${item.id}/modifier-groups"
"src/components/menu/ItemTreeView.tsx",73,GET,"/api/menu/items/{id}/ingredients","/api/menu/items/${item.id}/ingredients"
"src/components/menu/ModifierFlowEditor.tsx",117,GET,"/api/menu/items/{id}/modifier-groups/{id}","/api/menu/items/${item.id}/modifier-groups/${selectedGroupId}"
"src/components/menu/ModifierFlowEditor.tsx",262,GET,"/api/menu/items/{id}/modifier-groups/{id}","/api/menu/items/${item.id}/modifier-groups/${selectedGroupId}"
"src/components/menu/ModifierFlowEditor.tsx",280,GET,"/api/menu/items/{id}/modifier-groups/{id}","/api/menu/items/${item.id}/modifier-groups/${selectedGroupId}"
"src/components/menu/ModifierFlowEditor.tsx",78,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${item.id}/modifier-groups"
"src/components/menu/RecipeBuilder.tsx",113,GET,"/api/menu/items/{id}/recipe","/api/menu/items/${menuItemId}/recipe"
"src/components/menu/RecipeBuilder.tsx",114,GET,"/api/ingredients","/api/ingredients?locationId=${locationId}&groupByCategory=true&hierarchy=true"
"src/components/menu/RecipeBuilder.tsx",286,GET,"/api/menu/items/{id}/recipe","/api/menu/items/${menuItemId}/recipe"
"src/components/menu/useIngredientOperations.ts",22,GET,"/api/menu/items/{id}/ingredients","/api/menu/items/${itemId}/ingredients"
"src/components/menu/useModifierEditor.ts",148,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${groupId}/modifiers?modifierId=${modifierId}"
"src/components/menu/useModifierEditor.ts",196,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierEditor.ts",221,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${groupId}/modifiers"
"src/components/menu/useModifierEditor.ts",239,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierEditor.ts",285,GET,"/api/modifiers/{id}/inventory-link","/api/modifiers/${modifierId}/inventory-link"
"src/components/menu/useModifierEditor.ts",66,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${groupId}/modifiers"
"src/components/menu/useModifierEditor.ts",92,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${groupId}/modifiers"
"src/components/menu/useModifierGroupManager.ts",129,GET,"/api/menu/items/{id}/modifier-groups/{id}","/api/menu/items/${itemId}/modifier-groups/${groupId}"
"src/components/menu/useModifierGroupManager.ts",168,GET,"/api/menu/items/{id}/modifier-groups/{id}","/api/menu/items/${itemId}/modifier-groups/${groupId}?preview=true"
"src/components/menu/useModifierGroupManager.ts",194,GET,"/api/menu/items/{id}/modifier-groups/{id}","/api/menu/items/${itemId}/modifier-groups/${groupId}"
"src/components/menu/useModifierGroupManager.ts",213,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierGroupManager.ts",241,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${parentGroupId}/modifiers"
"src/components/menu/useModifierGroupManager.ts",251,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierGroupManager.ts",300,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierGroupManager.ts",358,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${groupId}/modifiers"
"src/components/menu/useModifierGroupManager.ts",377,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierGroupManager.ts",482,GET,"/api/menu/items/{id}/modifier-groups/{id}/modifiers","/api/menu/items/${itemId}/modifier-groups/${targetGroupId}/modifiers"
"src/components/menu/useModifierGroupManager.ts",492,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/menu/useModifierGroupManager.ts",92,GET,"/api/menu/items/{id}/modifier-groups","/api/menu/items/${itemId}/modifier-groups"
"src/components/modifiers/useModifierSelections.ts",278,GET,"/api/menu/items/{id}/ingredients","/api/menu/items/${item.id}/ingredients"
"src/components/modifiers/useModifierSelections.ts",420,GET,"/api/menu/modifiers/{id}","/api/menu/modifiers/${groupId}"
"src/components/orders/AdjustTipModal.tsx",77,GET,"/api/orders/{id}/adjust-tip","/api/orders/${order.id}/adjust-tip"
"src/components/orders/ClosedOrderActionsModal.tsx",116,GET,"/api/orders/{id}","/api/orders/${order.id}"
"src/components/orders/ClosedOrderActionsModal.tsx",148,GET,"/api/orders/{id}/items","/api/orders/${currentOrderId}/items"
"src/components/orders/ClosedOrderActionsModal.tsx",193,GET,"/api/orders/{id}/reopen","/api/orders/${order.id}/reopen"
"src/components/orders/ClosedOrderActionsModal.tsx",220,GET,"/api/orders/{id}/void-payment","/api/orders/${order.id}/void-payment"
"src/components/orders/ClosedOrderActionsModal.tsx",255,GET,"/api/orders/{id}/pay","/api/orders/${order.id}/pay"
"src/components/orders/CompVoidModal.tsx",117,GET,"/api/orders/{id}/comp-void","/api/orders/${orderId}/comp-void"
"src/components/orders/CompVoidModal.tsx",158,GET,"/api/orders/{id}/comp-void","/api/orders/${orderId}/comp-void"
"src/components/orders/CompVoidModal.tsx",209,GET,"/api/voids/remote-approval/{id}/status","/api/voids/remote-approval/${approvalData.approvalId}/status"
"src/components/orders/CompVoidModal.tsx",213,GET,"/api/orders/{id}/comp-void","/api/orders/${orderId}/comp-void"
"src/components/orders/CourseControlBar.tsx",101,GET,"/api/orders/{id}/courses","/api/orders/${orderId}/courses"
"src/components/orders/CourseControlBar.tsx",42,GET,"/api/orders/{id}/courses","/api/orders/${orderId}/courses"
"src/components/orders/CourseControlBar.tsx",62,GET,"/api/orders/{id}/courses","/api/orders/${orderId}/courses"
"src/components/orders/CourseControlBar.tsx",82,GET,"/api/orders/{id}/advance-course","/api/orders/${orderId}/advance-course"
"src/components/orders/CourseOverviewPanel.tsx",45,GET,"/api/orders/{id}/courses","/api/orders/${orderId}/courses"
"src/components/orders/CourseOverviewPanel.tsx",68,GET,"/api/orders/{id}/courses","/api/orders/${orderId}/courses"
"src/components/orders/DiscountModal.tsx",108,GET,"/api/discounts","/api/discounts?${params}"
"src/components/orders/DiscountModal.tsx",130,GET,"/api/orders/{id}/discount","/api/orders/${orderId}/discount"
"src/components/orders/DiscountModal.tsx",179,GET,"/api/orders/{id}/discount","/api/orders/${orderId}/discount"
"src/components/orders/EntertainmentSessionControls.tsx",98,GET,"/api/entertainment/block-time","/api/entertainment/block-time?orderItemId=${orderItemId}&locationId=${locationId}"
"src/components/orders/ItemTransferModal.tsx",136,GET,"/api/orders/{id}/transfer-items","/api/orders/${currentOrderId}/transfer-items"
"src/components/orders/ItemTransferModal.tsx",73,GET,"/api/orders/{id}/transfer-items","/api/orders/${currentOrderId}/transfer-items?${params}"
"src/components/orders/OpenOrdersPanel.tsx",268,GET,"/api/orders/open","/api/orders/open?locationId=${locationId}&summary=true&previousDay=true"
"src/components/orders/OpenOrdersPanel.tsx",361,GET,"/api/orders/closed","/api/orders/closed?${params}"
"src/components/orders/OrderPanel.tsx",530,GET,"/api/orders/{id}","/api/orders/${id}"
"src/components/orders/OrderTypeSelector.tsx",82,GET,"/api/order-types","/api/order-types?locationId=${locationId}"
"src/components/orders/RemoteVoidApprovalModal.tsx",162,GET,"/api/voids/remote-approval/managers","/api/voids/remote-approval/managers?locationId=${locationId}"
"src/components/orders/RemoteVoidApprovalModal.tsx",99,GET,"/api/voids/remote-approval/{id}/status","/api/voids/remote-approval/${approvalId}/status"
"src/components/orders/ReopenOrderModal.tsx",66,GET,"/api/orders/{id}/reopen","/api/orders/${order.id}/reopen"
"src/components/orders/SeatCourseHoldControls.tsx",46,GET,"/api/orders/{id}/items/{id}","/api/orders/${orderId}/items/${itemId}"
